,index,antecedents,consequents,consequent support
486,6526,Fight Night,Broccoli (feat. Lil Yachty),0.21
487,6560,Hype,Broccoli (feat. Lil Yachty),0.21
488,6462,Closer,Broccoli (feat. Lil Yachty),0.21
489,6487,Deja Vu,Broccoli (feat. Lil Yachty),0.21
490,490,6 Foot 7 Foot,Broccoli (feat. Lil Yachty),0.21
491,6476,Cut It (feat. Young Dolph),Broccoli (feat. Lil Yachty),0.21
492,6448,Can't Feel My Face,Broccoli (feat. Lil Yachty),0.21
493,6450,Caroline,Broccoli (feat. Lil Yachty),0.21
494,6452,Cash Machine,Broccoli (feat. Lil Yachty),0.21
495,6454,Champions,Broccoli (feat. Lil Yachty),0.21
496,6636,My Shit,Broccoli (feat. Lil Yachty),0.21
497,6456,Childs Play,Broccoli (feat. Lil Yachty),0.21
498,6508,Erase Your Social,Broccoli (feat. Lil Yachty),0.21
499,6458,Chill Bill,Broccoli (feat. Lil Yachty),0.21
500,6460,Clique,Broccoli (feat. Lil Yachty),0.21
501,6480,DNA.,Broccoli (feat. Lil Yachty),0.21
502,6524,Feeling Myself,Broccoli (feat. Lil Yachty),0.21
503,6464,Cold Water (feat. Justin Bieber & MØ),Broccoli (feat. Lil Yachty),0.21
504,6466,Collard Greens,Broccoli (feat. Lil Yachty),0.21
505,6468,Come Get Her,Broccoli (feat. Lil Yachty),0.21
506,6478,DEVASTATED,Broccoli (feat. Lil Yachty),0.21
507,6471,Come and See Me (feat. Drake),Broccoli (feat. Lil Yachty),0.21
508,6472,Congratulations,Broccoli (feat. Lil Yachty),0.21
509,6638,My Way (feat. Monty),Broccoli (feat. Lil Yachty),0.21
510,6474,Controlla,Broccoli (feat. Lil Yachty),0.21
511,6484,Day 'N' Nite (nightmare),Broccoli (feat. Lil Yachty),0.21
512,6482,Dance (A$$) Remix,Broccoli (feat. Lil Yachty),0.21
513,6488,Despacito - Remix,Broccoli (feat. Lil Yachty),0.21
514,402,24K Magic,Broccoli (feat. Lil Yachty),0.21
515,6522,Father Stretch My Hands Pt. 1,Broccoli (feat. Lil Yachty),0.21
516,6502,Down In the DM,Broccoli (feat. Lil Yachty),0.21
517,6500,Donald Trump,Broccoli (feat. Lil Yachty),0.21
518,6520,Famous,Broccoli (feat. Lil Yachty),0.21
519,6519,Fake Love,Broccoli (feat. Lil Yachty),0.21
520,6498,Don't Tell 'Em,Broccoli (feat. Lil Yachty),0.21
521,6496,Don't Mind,Broccoli (feat. Lil Yachty),0.21
522,6517,F*ck Up Some Commas,Broccoli (feat. Lil Yachty),0.21
523,6514,F**kin' Problems,Broccoli (feat. Lil Yachty),0.21
524,6494,Don't Let Me Down,Broccoli (feat. Lil Yachty),0.21
525,6492,Don't,Broccoli (feat. Lil Yachty),0.21
526,6512,Exchange,Broccoli (feat. Lil Yachty),0.21
527,6446,Buy U a Drank (Shawty Snappin'),Broccoli (feat. Lil Yachty),0.21
528,6444,Butterfly Effect,Broccoli (feat. Lil Yachty),0.21
529,6490,Digits,Broccoli (feat. Lil Yachty),0.21
530,6640,Needed Me,Broccoli (feat. Lil Yachty),0.21
531,6510,Everyday,Broccoli (feat. Lil Yachty),0.21
532,23265,No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version,One Dance,0.2
533,1995,Antidote,One Dance,0.2
534,21101,Legend,One Dance,0.2
535,5787,Bounce Back,One Dance,0.2
536,8008,Champions,One Dance,0.2
537,11047,Despacito - Remix,One Dance,0.2
538,7789,Caroline,One Dance,0.2
539,21117,Let Me Love You,One Dance,0.2
540,16153,Gold Digger,One Dance,0.2
541,20947,Lean On (feat. MØ & DJ Snake),One Dance,0.2
542,1371,Alright,One Dance,0.2
543,22871,My House,One Dance,0.2
544,19894,In the Name of Love,One Dance,0.2
545,19904,Into You,One Dance,0.2
546,8684,Close,One Dance,0.2
547,22943,My Way (feat. Monty),One Dance,0.2
548,22985,Needed Me,One Dance,0.2
549,22675,Money Longer,One Dance,0.2
550,8777,Closer,One Dance,0.2
551,23035,Never Be Like You,One Dance,0.2
552,23056,Ni**as In Paris,One Dance,0.2
553,22485,"Me, Myself & I",One Dance,0.2
554,22551,Middle,One Dance,0.2
555,22268,Mask Off,One Dance,0.2
556,20355,Jordan Belfort,One Dance,0.2
557,20421,Jumpman,One Dance,0.2
558,22533,Mercy,One Dance,0.2
559,7265,Buy U a Drank (Shawty Snappin'),One Dance,0.2
560,8451,Chill Bill,One Dance,0.2
561,8333,Childs Play,One Dance,0.2
562,7352,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",One Dance,0.2
563,7373,Cake By The Ocean,One Dance,0.2
564,8887,Cold Water (feat. Justin Bieber & MØ),One Dance,0.2
565,7535,Can't Feel My Face,One Dance,0.2
566,21841,Low Life,One Dance,0.2
567,15319,G.O.M.D.,One Dance,0.2
568,16048,Gold,One Dance,0.2
569,20852,Know Yourself,One Dance,0.2
570,21680,Love Yourself,One Dance,0.2
571,23901,Shape of You,One Dance,0.2
572,4761,Blasé (feat. Future & Rae Sremmurd),One Dance,0.2
573,19698,Ignition - Remix,One Dance,0.2
574,23963,Waves,One Dance,0.2
575,23946,Too Good,One Dance,0.2
576,18112,Hotline Bling,One Dance,0.2
577,23889,Redbone,One Dance,0.2
578,23949,Trap Queen,One Dance,0.2
579,23950,Treat You Better,One Dance,0.2
580,23953,Truffle Butter,One Dance,0.2
581,23887,Really Really,One Dance,0.2
582,23954,Tunnel Vision,One Dance,0.2
583,23956,Uber Everywhere,One Dance,0.2
584,23959,Unforgettable,One Dance,0.2
585,23965,Wavy (feat. Joe Moses),One Dance,0.2
586,23942,This Could Be Us,One Dance,0.2
587,23967,We Don't Talk Anymore (feat. Selena Gomez),One Dance,0.2
588,23969,Wet Dreamz,One Dance,0.2
589,23971,What Do You Mean?,One Dance,0.2
590,23972,What They Want,One Dance,0.2
591,23975,Where Ya At,One Dance,0.2
592,23977,White Iverson,One Dance,0.2
593,23979,Wild Thoughts,One Dance,0.2
594,23980,With You,One Dance,0.2
595,23983,Work,One Dance,0.2
596,23984,Work Out,One Dance,0.2
597,23945,This Is What You Came For,One Dance,0.2
598,23941,The Motto,One Dance,0.2
599,10965,Deja Vu,One Dance,0.2
600,23895,Rolex,One Dance,0.2
601,23903,She Knows,One Dance,0.2
602,23897,Roses,One Dance,0.2
603,23904,Side To Side,One Dance,0.2
604,23907,Slide,One Dance,0.2
605,23909,Slippery (feat. Gucci Mane),One Dance,0.2
606,23911,Sneakin’,One Dance,0.2
607,23912,Sorry,One Dance,0.2
608,23915,Sorry Not Sorry,One Dance,0.2
609,23916,Starboy,One Dance,0.2
610,23918,Starving,One Dance,0.2
611,23920,Still Here,One Dance,0.2
612,23939,The Hills,One Dance,0.2
613,23922,Stressed Out,One Dance,0.2
614,23924,Stronger,One Dance,0.2
615,23927,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",One Dance,0.2
616,23928,Summer Sixteen,One Dance,0.2
617,23893,Right Hand,One Dance,0.2
618,23930,Swang,One Dance,0.2
619,23933,Swimming Pools (Drank),One Dance,0.2
620,23891,Ride,One Dance,0.2
621,23935,T-Shirt,One Dance,0.2
622,23937,That's What I Like,One Dance,0.2
623,23987,Work from Home,One Dance,0.2
624,23988,X (feat. Future),One Dance,0.2
625,23885,R.I.C.O. (feat. Drake),One Dance,0.2
626,2625,Back To Back,One Dance,0.2
627,18897,I Don't Fuck With You,One Dance,0.2
628,21341,Location,One Dance,0.2
629,16943,Hands To Myself,One Dance,0.2
630,19010,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",One Dance,0.2
631,3140,Bad and Boujee (feat. Lil Uzi Vert),One Dance,0.2
632,9625,Controlla,One Dance,0.2
633,4349,Bitch Better Have My Money,One Dance,0.2
634,10791,DNA.,One Dance,0.2
635,19349,I Mean It,One Dance,0.2
636,4590,Black Beatles,One Dance,0.2
637,19377,I Took A Pill In Ibiza - Seeb Remix,One Dance,0.2
638,23883,Pt. 2,One Dance,0.2
639,23567,No Role Modelz,One Dance,0.2
640,23899,Say It,One Dance,0.2
641,16767,HUMBLE.,One Dance,0.2
642,4847,Blessings,One Dance,0.2
643,23412,No Problem (feat. Lil Wayne & 2 Chainz),One Dance,0.2
644,19542,I'm the One,One Dance,0.2
645,9453,Congratulations,One Dance,0.2
646,9125,Come and See Me (feat. Drake),One Dance,0.2
647,19627,IV. sweatpants,One Dance,0.2
648,9033,Come Get Her,One Dance,0.2
649,17210,HeadBand (feat. 2 Chainz),One Dance,0.2
650,23731,No Type,One Dance,0.2
651,10589,Cut It (feat. Young Dolph),One Dance,0.2
652,18769,Hype,One Dance,0.2
653,23991,XO TOUR Llif3,One Dance,0.2
654,23993,Yeah!,One Dance,0.2
655,23995,You Was Right,One Dance,0.2
656,23996,goosebumps,One Dance,0.2
657,23999,"i hate u, i love u (feat. olivia o'brien)",One Dance,0.2
658,24000,iSpy (feat. Lil Yachty),One Dance,0.2
659,24002,m.A.A.d city,One Dance,0.2
660,24004,oui,One Dance,0.2
661,6665,Broccoli (feat. Lil Yachty),One Dance,0.2
662,24006,pick up the phone,One Dance,0.2
663,24009,rockstar,One Dance,0.2
664,23881,Post To Be (feat. Chris Brown & Jhene Aiko),One Dance,0.2
665,23879,Portland,One Dance,0.2
666,23876,Pop Style,One Dance,0.2
667,23875,Planez,One Dance,0.2
668,23872,Passionfruit,One Dance,0.2
669,23870,Panda,One Dance,0.2
670,23869,PILLOWTALK,One Dance,0.2
671,23867,Only,One Dance,0.2
672,23865,One Night,One Dance,0.2
673,23861,Often,One Dance,0.2
674,23961,V. 3005,One Dance,0.2
675,4307,Big Rings,One Dance,0.2
676,13871,Exchange,One Dance,0.2
677,14219,Fake Love,One Dance,0.2
678,229,10 Bands,One Dance,0.2
679,1099,All Eyes On You (feat. Chris Brown & Nicki Minaj),One Dance,0.2
680,14495,Father Stretch My Hands Pt. 1,One Dance,0.2
681,14377,Famous,One Dance,0.2
682,12393,Don't Mind,One Dance,0.2
683,13948,F**kin' Problems,One Dance,0.2
684,12631,Down In the DM,One Dance,0.2
685,12348,Don't Let Me Down,One Dance,0.2
686,929,Again,One Dance,0.2
687,347,2 Phones,One Dance,0.2
688,14940,For Free,One Dance,0.2
689,14067,F*ck Up Some Commas,One Dance,0.2
690,109,0 To 100 / The Catch Up,One Dance,0.2
691,14130,Fade,One Dance,0.2
692,662,679 (feat. Remy Boyz),One Dance,0.2
693,12037,Don't,One Dance,0.2
694,42,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),One Dance,0.2
695,12493,Don't Tell 'Em,One Dance,0.2
696,417,24K Magic,One Dance,0.2
697,13669,Energy,One Dance,0.2
698,14699,Fight Night,One Dance,0.2
699,1104,All In My Head (Flex),One Dance,0.2
700,12502,Don't Wanna Know (feat. Kendrick Lamar),One Dance,0.2
701,1273,All The Way Up,One Dance,0.2
702,1179,All Night (feat. Knox Fortune),One Dance,0.2
703,14881,"Flex (Ooh, Ooh, Ooh)",One Dance,0.2
704,15051,Forever,One Dance,0.2
705,16908,m.A.A.d city,HUMBLE.,0.19
706,8316,Childs Play,HUMBLE.,0.19
707,16722,Look At Me!,HUMBLE.,0.19
708,16740,My Shit,HUMBLE.,0.19
709,16733,"Me, Myself & I",HUMBLE.,0.19
710,16725,Low Life,HUMBLE.,0.19
711,16726,Magnolia,HUMBLE.,0.19
712,16729,Man Of The Year,HUMBLE.,0.19
713,16739,Moves,HUMBLE.,0.19
714,85,0 To 100 / The Catch Up,HUMBLE.,0.19
715,16736,Money Longer,HUMBLE.,0.19
716,16735,Mercy,HUMBLE.,0.19
717,16730,Mask Off,HUMBLE.,0.19
718,8397,Chill Bill,HUMBLE.,0.19
719,16831,T-Shirt,HUMBLE.,0.19
720,16743,My Way (feat. Monty),HUMBLE.,0.19
721,16745,Needed Me,HUMBLE.,0.19
722,16771,Only,HUMBLE.,0.19
723,16769,One Night,HUMBLE.,0.19
724,7032,Butterfly Effect,HUMBLE.,0.19
725,16766,One Dance,HUMBLE.,0.19
726,16765,OOOUUU,HUMBLE.,0.19
727,16763,No Type,HUMBLE.,0.19
728,16761,No Role Modelz,HUMBLE.,0.19
729,16758,No Problem (feat. Lil Wayne & 2 Chainz),HUMBLE.,0.19
730,16757,No Heart,HUMBLE.,0.19
731,16755,No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version,HUMBLE.,0.19
732,16753,No Flockin,HUMBLE.,0.19
733,16750,No Complaints,HUMBLE.,0.19
734,2409,Ass Drop,HUMBLE.,0.19
735,16748,Ni**as In Paris,HUMBLE.,0.19
736,16746,Neighbors,HUMBLE.,0.19
737,16906,iSpy (feat. Lil Yachty),HUMBLE.,0.19
738,16713,LOVE. FEAT. ZACARI.,HUMBLE.,0.19
739,16720,Look At Me Now,HUMBLE.,0.19
740,11035,Despacito - Remix,HUMBLE.,0.19
741,16680,HeadBand (feat. 2 Chainz),HUMBLE.,0.19
742,8981,Come Get Her,HUMBLE.,0.19
743,5699,Bounce Back,HUMBLE.,0.19
744,16466,Gyalchester,HUMBLE.,0.19
745,5394,Both (feat. Drake),HUMBLE.,0.19
746,16914,wokeuplikethis*,HUMBLE.,0.19
747,5348,Bonfire,HUMBLE.,0.19
748,9387,Congratulations,HUMBLE.,0.19
749,4992,Bodak Yellow,HUMBLE.,0.19
750,16685,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",HUMBLE.,0.19
751,13022,Drowning (feat. Kodak Black),HUMBLE.,0.19
752,10642,DEVASTATED,HUMBLE.,0.19
753,4821,Blessings,HUMBLE.,0.19
754,1116,All Me,HUMBLE.,0.19
755,3327,Bank Account,HUMBLE.,0.19
756,848,A Tale of 2 Citiez,HUMBLE.,0.19
757,4742,Blasé (feat. Future & Rae Sremmurd),HUMBLE.,0.19
758,7709,Caroline,HUMBLE.,0.19
759,16682,Headlines,HUMBLE.,0.19
760,16686,Hotline Bling,HUMBLE.,0.19
761,7560,Candy Paint,HUMBLE.,0.19
762,16707,Kelly Price (feat. Travis Scott),HUMBLE.,0.19
763,16910,pick up the phone,HUMBLE.,0.19
764,16913,rockstar,HUMBLE.,0.19
765,16718,Look Alive,HUMBLE.,0.19
766,16716,Location,HUMBLE.,0.19
767,16715,LOYALTY. FEAT. RIHANNA.,HUMBLE.,0.19
768,16774,Panda,HUMBLE.,0.19
769,16710,Know Yourself,HUMBLE.,0.19
770,16708,King Kunta,HUMBLE.,0.19
771,16705,Jumpman,HUMBLE.,0.19
772,16689,I Don't Fuck With You,HUMBLE.,0.19
773,16702,Jordan Belfort,HUMBLE.,0.19
774,10935,Deja Vu,HUMBLE.,0.19
775,16701,It's A Vibe,HUMBLE.,0.19
776,16698,Ignition - Remix,HUMBLE.,0.19
777,16697,IV. sweatpants,HUMBLE.,0.19
778,16694,I'm the One,HUMBLE.,0.19
779,16693,I Mean It,HUMBLE.,0.19
780,16691,I Get The Bag (feat. Migos),HUMBLE.,0.19
781,16773,POWER,HUMBLE.,0.19
782,151,1-800-273-8255,HUMBLE.,0.19
783,16777,Party Monster,HUMBLE.,0.19
784,16865,Watch Out,HUMBLE.,0.19
785,13819,Everybody,HUMBLE.,0.19
786,13828,Everyday We Lit (feat. PnB Rock),HUMBLE.,0.19
787,16875,Where Ya At,HUMBLE.,0.19
788,16872,What They Want,HUMBLE.,0.19
789,16871,Wet Dreamz,HUMBLE.,0.19
790,16900,"Young, Wild & Free (feat. Bruno Mars) - feat. Bruno Mars",HUMBLE.,0.19
791,16868,Waves,HUMBLE.,0.19
792,16867,Water,HUMBLE.,0.19
793,16863,V. 3005,HUMBLE.,0.19
794,16778,Passionfruit,HUMBLE.,0.19
795,16860,Unforgettable,HUMBLE.,0.19
796,16858,Uber Everywhere,HUMBLE.,0.19
797,16856,Tunnel Vision,HUMBLE.,0.19
798,16855,Truffle Butter,HUMBLE.,0.19
799,16853,Trophies,HUMBLE.,0.19
800,16851,Trap Queen,HUMBLE.,0.19
801,16848,Too Many Years,HUMBLE.,0.19
802,16846,Too Good,HUMBLE.,0.19
803,6551,Broccoli (feat. Lil Yachty),HUMBLE.,0.19
804,2917,Backseat Freestyle,HUMBLE.,0.19
805,16877,White Iverson,HUMBLE.,0.19
806,3046,Bad and Boujee (feat. Lil Uzi Vert),HUMBLE.,0.19
807,16892,X (feat. Future),HUMBLE.,0.19
808,16897,You Was Right,HUMBLE.,0.19
809,16891,Wyclef Jean,HUMBLE.,0.19
810,13607,ELEMENT.,HUMBLE.,0.19
811,16889,Work REMIX,HUMBLE.,0.19
812,500,6 Foot 7 Foot,HUMBLE.,0.19
813,16886,Work Out,HUMBLE.,0.19
814,16898,Young Dumb & Broke,HUMBLE.,0.19
815,16885,Work,HUMBLE.,0.19
816,13642,Energy,HUMBLE.,0.19
817,443,4 AM,HUMBLE.,0.19
818,16883,Wild Thoughts,HUMBLE.,0.19
819,13703,Erase Your Social,HUMBLE.,0.19
820,8711,Closer,HUMBLE.,0.19
821,16881,Wicked,HUMBLE.,0.19
822,10743,DNA.,HUMBLE.,0.19
823,16878,Why You Always Hatin?,HUMBLE.,0.19
824,16845,Tiimmy Turner,HUMBLE.,0.19
825,13859,Exchange,HUMBLE.,0.19
826,16903,beibs in the trap,HUMBLE.,0.19
827,16809,Slide,HUMBLE.,0.19
828,215,10 Bands,HUMBLE.,0.19
829,16805,Shape of You,HUMBLE.,0.19
830,16803,Seven Million (feat. Future),HUMBLE.,0.19
831,16801,Selfish,HUMBLE.,0.19
832,16799,Rolex,HUMBLE.,0.19
833,14155,Fake Love,HUMBLE.,0.19
834,16796,Relationship (feat. Future),HUMBLE.,0.19
835,16795,Redbone,HUMBLE.,0.19
836,16793,Really Really,HUMBLE.,0.19
837,10573,Cut It (feat. Young Dolph),HUMBLE.,0.19
838,16791,Rake It Up,HUMBLE.,0.19
839,16789,R.I.C.O. (feat. Drake),HUMBLE.,0.19
840,16787,Portland,HUMBLE.,0.19
841,16784,Pop Style,HUMBLE.,0.19
842,16783,Plain Jane,HUMBLE.,0.19
843,16781,Patty Cake,HUMBLE.,0.19
844,2591,Back To Back,HUMBLE.,0.19
845,16807,Skateboard P (feat. Big Sean),HUMBLE.,0.19
846,16811,Slippery (feat. Gucci Mane),HUMBLE.,0.19
847,16843,Throw Sum Mo,HUMBLE.,0.19
848,13910,F**kin' Problems,HUMBLE.,0.19
849,16840,This Could Be Us,HUMBLE.,0.19
850,16839,The Motto,HUMBLE.,0.19
851,16837,The Hills,HUMBLE.,0.19
852,16835,That's What I Like,HUMBLE.,0.19
853,907,Again,HUMBLE.,0.19
854,16833,THat Part,HUMBLE.,0.19
855,307,2 Phones,HUMBLE.,0.19
856,16904,goosebumps,HUMBLE.,0.19
857,16829,Swimming Pools (Drank),HUMBLE.,0.19
858,16826,Swang,HUMBLE.,0.19
859,16825,Swalla (feat. Nicki Minaj & Ty Dolla $ign),HUMBLE.,0.19
860,16822,Summer Sixteen,HUMBLE.,0.19
861,16820,Stronger,HUMBLE.,0.19
862,16818,Still Here,HUMBLE.,0.19
863,16816,Starboy,HUMBLE.,0.19
864,16815,Sorry Not Sorry,HUMBLE.,0.19
865,16813,Sneakin’,HUMBLE.,0.19
866,1943,Antidote,HUMBLE.,0.19
867,16895,XO TOUR Llif3,HUMBLE.,0.19
868,16060,Gold Digger,HUMBLE.,0.19
869,15390,Gassed Up,HUMBLE.,0.19
870,4283,Big Rings,HUMBLE.,0.19
871,4522,Black Beatles,HUMBLE.,0.19
872,11983,Do What I Want,HUMBLE.,0.19
873,15149,Free Smoke,HUMBLE.,0.19
874,14345,Famous,HUMBLE.,0.19
875,14035,F*ck Up Some Commas,HUMBLE.,0.19
876,14675,Fight Night,HUMBLE.,0.19
877,812,A Milli,HUMBLE.,0.19
878,4366,"Bitch, Don’t Kill My Vibe",HUMBLE.,0.19
879,1829,Angels (feat. Saba),HUMBLE.,0.19
880,14924,For Free,HUMBLE.,0.19
881,12611,Down In the DM,HUMBLE.,0.19
882,1165,All Night (feat. Knox Fortune),HUMBLE.,0.19
883,1343,Alright,HUMBLE.,0.19
884,12549,Donald Trump,HUMBLE.,0.19
885,12017,Don't,HUMBLE.,0.19
886,14849,"Flex (Ooh, Ooh, Ooh)",HUMBLE.,0.19
887,24,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),HUMBLE.,0.19
888,14736,First Day Out,HUMBLE.,0.19
889,15287,G.O.M.D.,HUMBLE.,0.19
890,14463,Father Stretch My Hands Pt. 1,HUMBLE.,0.19
891,7986,Champions,HUMBLE.,0.19
892,14991,Forever,HUMBLE.,0.19
893,606,679 (feat. Remy Boyz),HUMBLE.,0.19
894,7954,Cash Machine,HUMBLE.,0.19
895,1261,All The Way Up,HUMBLE.,0.19
896,9599,Controlla,HUMBLE.,0.19
897,15664,Get Right Witcha,HUMBLE.,0.19
898,15890,Go Flex,HUMBLE.,0.19
899,8802,Sorry,Closer,0.19
900,8784,Ride,Closer,0.19
901,8692,Despacito - Remix,Closer,0.19
902,4464,Black Beatles,Closer,0.19
903,8800,Something Just Like This,Closer,0.19
904,8682,Close,Closer,0.19
905,8799,Slide,Closer,0.19
906,8750,Love Yourself,Closer,0.19
907,8795,Shape of You,Closer,0.19
908,8796,Side To Side,Closer,0.19
909,8686,Cold Water (feat. Justin Bieber & MØ),Closer,0.19
910,8690,Controlla,Closer,0.19
911,8049,Cheap Thrills,Closer,0.19
912,5052,Body Like A Back Road,Closer,0.19
913,8786,Roses,Closer,0.19
914,8805,Sorry Not Sorry,Closer,0.19
915,8792,Scars To Your Beautiful,Closer,0.19
916,8791,Say You Won't Let Go,Closer,0.19
917,8788,Say It,Closer,0.19
918,8689,Congratulations,Closer,0.19
919,8833,What Do You Mean?,Closer,0.19
920,5629,Bounce Back,Closer,0.19
921,8806,Starboy,Closer,0.19
922,8808,Starving,Closer,0.19
923,8845,"i hate u, i love u (feat. olivia o'brien)",Closer,0.19
924,8846,iSpy (feat. Lil Yachty),Closer,0.19
925,8840,Work from Home,Closer,0.19
926,8839,Work,Closer,0.19
927,8848,oui,Closer,0.19
928,7516,Can't Feel My Face,Closer,0.19
929,7441,Call On Me - Ryan Riback Extended Remix,Closer,0.19
930,1148,All Night (feat. Knox Fortune),Closer,0.19
931,7368,Cake By The Ocean,Closer,0.19
932,7632,Capsize,Closer,0.19
933,8836,White Iverson,Closer,0.19
934,7340,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Closer,0.19
935,8346,Chill Bill,Closer,0.19
936,1891,Antidote,Closer,0.19
937,562,679 (feat. Remy Boyz),Closer,0.19
938,8835,Where Are Ü Now (with Justin Bieber),Closer,0.19
939,7642,Caroline,Closer,0.19
940,8831,We Don't Talk Anymore (feat. Selena Gomez),Closer,0.19
941,8828,Treat You Better,Closer,0.19
942,8827,Trap Queen,Closer,0.19
943,8824,Too Good,Closer,0.19
944,8823,This Is What You Came For,Closer,0.19
945,8820,The Hills,Closer,0.19
946,8818,That's What I Like,Closer,0.19
947,8817,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Closer,0.19
948,8694,Don't Let Me Down,Closer,0.19
949,8814,Strip That Down,Closer,0.19
950,8812,Stressed Out,Closer,0.19
951,8811,Stay (with Alessia Cara),Closer,0.19
952,271,2 Phones,Closer,0.19
953,8843,You & Me,Closer,0.19
954,1102,All In My Head (Flex),Closer,0.19
955,8721,I Don't Fuck With You,Closer,0.19
956,6463,Broccoli (feat. Lil Yachty),Closer,0.19
957,8761,Mercy,Closer,0.19
958,8724,I Feel It Coming,Closer,0.19
959,8763,Middle,Closer,0.19
960,8764,My House,Closer,0.19
961,8722,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Closer,0.19
962,8718,Hotline Bling,Closer,0.19
963,8772,No Problem (feat. Lil Wayne & 2 Chainz),Closer,0.19
964,406,24K Magic,Closer,0.19
965,8767,Needed Me,Closer,0.19
966,8716,Hide Away,Closer,0.19
967,8713,Hands To Myself,Closer,0.19
968,2940,Bad Things (with Camila Cabello),Closer,0.19
969,8768,Never Be Like You,Closer,0.19
970,8727,I Took A Pill In Ibiza - Seeb Remix,Closer,0.19
971,2980,Bad and Boujee (feat. Lil Uzi Vert),Closer,0.19
972,8758,"Me, Myself & I",Closer,0.19
973,8728,I'm the One,Closer,0.19
974,8730,Ignition - Remix,Closer,0.19
975,8732,In the Name of Love,Closer,0.19
976,8734,Into You,Closer,0.19
977,8737,Issues,Closer,0.19
978,8738,It Ain't Me (with Selena Gomez),Closer,0.19
979,8756,Mask Off,Closer,0.19
980,8740,Jordan Belfort,Closer,0.19
981,8742,Jumpman,Closer,0.19
982,8745,Lean On (feat. MØ & DJ Snake),Closer,0.19
983,8746,Let Me Love You,Closer,0.19
984,8748,Location,Closer,0.19
985,8754,Lush Life,Closer,0.19
986,8753,Low Life,Closer,0.19
987,8770,Never Forget You,Closer,0.19
988,8715,Heathens,Closer,0.19
989,8701,Fake Love,Closer,0.19
990,8703,Famous,Closer,0.19
991,1279,All Time Low,Closer,0.19
992,8779,PILLOWTALK,Closer,0.19
993,8776,One Dance,Closer,0.19
994,8704,For Free,Closer,0.19
995,8780,Panda,Closer,0.19
996,8706,Gold,Closer,0.19
997,8782,Paris,Closer,0.19
998,8708,Gold Digger,Closer,0.19
999,1296,All We Know,Closer,0.19
1000,8698,Don't Wanna Know (feat. Kendrick Lamar),Closer,0.19
1001,8697,Don't Mind,Closer,0.19
1002,8710,HUMBLE.,Closer,0.19
1003,8775,No Role Modelz,Closer,0.19
1004,14461,Father Stretch My Hands Pt. 1,Gold Digger,0.19
1005,498,6 Foot 7 Foot,Gold Digger,0.19
1006,10884,Day 'N' Nite (nightmare),Gold Digger,0.19
1007,13626,Empire State Of Mind,Gold Digger,0.19
1008,7389,California Gurls - feat. Snoop Dogg,Gold Digger,0.19
1009,8661,Clique,Gold Digger,0.19
1010,14847,"Flex (Ooh, Ooh, Ooh)",Gold Digger,0.19
1011,10361,Crazy In Love,Gold Digger,0.19
1012,7314,Bye Bye Bye,Gold Digger,0.19
1013,7519,Can't Feel My Face,Gold Digger,0.19
1014,15285,G.O.M.D.,Gold Digger,0.19
1015,811,A Milli,Gold Digger,0.19
1016,305,2 Phones,Gold Digger,0.19
1017,14985,Forever,Gold Digger,0.19
1018,15383,Gas Pedal,Gold Digger,0.19
1019,8395,Chill Bill,Gold Digger,0.19
1020,12441,Don't Stop The Music,Gold Digger,0.19
1021,1206,All Of The Lights,Gold Digger,0.19
1022,3042,Bad and Boujee (feat. Lil Uzi Vert),Gold Digger,0.19
1023,15432,Get Low - Street,Gold Digger,0.19
1024,8709,Closer,Gold Digger,0.19
1025,11908,Disturbia,Gold Digger,0.19
1026,7219,Buy U a Drank (Shawty Snappin'),Gold Digger,0.19
1027,14592,Fergalicious,Gold Digger,0.19
1028,15869,Glamorous,Gold Digger,0.19
1029,2589,Back To Back,Gold Digger,0.19
1030,4079,Beautiful Girls,Gold Digger,0.19
1031,4337,Bitch Better Have My Money,Gold Digger,0.19
1032,10875,Dance (A$$) Remix,Gold Digger,0.19
1033,9834,Crank That (Soulja Boy),Gold Digger,0.19
1034,4520,Black Beatles,Gold Digger,0.19
1035,16104,Live Your Life (feat. Rihanna),Gold Digger,0.19
1036,12565,Down,Gold Digger,0.19
1037,14151,Fake Love,Gold Digger,0.19
1038,12660,Down On Me,Gold Digger,0.19
1039,4152,BedRock,Gold Digger,0.19
1040,12971,Drop It Like It's Hot,Gold Digger,0.19
